0.000000000000000000, 1.000000000000000000
0.122410675199216196, 0.992479534598710078
0.242980179903263871, 0.970148318611752769
0.359895036534988111, 0.933457538957894850
0.471396736825997642, 0.883070868697355182
0.575808191417845339, 0.819852803051039025
0.671558954847018330, 0.744854052731173999
0.757208846506484567, 0.659294238404743105
0.831469612302545236, 0.564542169170611952
0.893224301195515324, 0.462094022396172144
0.941544065183020806, 0.353549771639504962
0.975702130038528570, 0.240588233269440677
0.995184726672196818, 0.124941120466256717
0.999698818696204250, 0.008366505309023380
0.989176509964781014, -0.107377904505368799
0.963776065795439840, -0.220561268153400991
0.923879532511286738, -0.329505493787573711
0.870086991108711461, -0.432610113236106208
0.803207531480644943, -0.528375780656460847
0.724247082951466892, -0.615426050332720909
0.634393284163645488, -0.692527117696546624
0.534997619887097153, -0.758605241117811024
0.427555093430282029, -0.812761599508132537
0.313681740398891407, -0.854284381705073148
0.195090322016128609, -0.882657947305751311
0.073564563599667732, -0.897568944407696634
-0.049067674327417724, -0.898909316877034903
-0.170961888760300967, -0.886776181569250421
-0.290284677254462109, -0.861468603641454167
-0.405241314004989694, -0.823481344990056652
-0.514102744193221550, -0.773495706215088452
-0.615231590580626708, -0.712367625672146842
-0.707106781186547462, -0.641113239484276010
-0.788346427626605895, -0.560892143256914943
-0.857728610000272007, -0.472988629134621030
-0.914209755703530469, -0.378791200288979724
-0.956940335732208824, -0.279770688535145196
-0.985277642388941111, -0.177457319219325449
-0.998795456205172405, -0.073417080562400219
-0.997290456678690207, 0.030772237868460353
-0.980785280403230431, 0.133544971025683912
-0.949528180593036786, 0.233371105792805650
-0.903989293123443338, 0.328779056393039726
-0.844853565249707228, 0.418377348802477678
-0.773010453362736882, 0.500874894776658475
-0.689540544737067163, 0.575099560402658749
-0.595699304492433246, 0.640014762682466598
-0.492898192229784260, 0.694733860062898501
-0.382683432365090392, 0.738532138523888992
-0.266712757474898587, 0.770856233245865496
-0.146730474455362386, 0.791330866386675491
-0.024541228522912448, 0.799762823470699269
0.098017140329560021, 0.796142133671910890
0.219101240156869687, 0.780640462196614093
0.336889853392219552, 0.753606765381665822
0.449611329654606540, 0.715560300375173819
0.555570233019601845, 0.667181120737229905
0.653172842953776756, 0.609298226399368703
0.740951125354958773, 0.542875570605785285
0.817584813151583711, 0.468996157229249255
0.881921264348354828, 0.388844488769296726
0.932992798834738957, 0.303687648022061774
0.970031253194543863, 0.214855314550808169
0.992479534598709967, 0.123719030447297124
1.000000000000000000, 0.031671038295613123
0.992479534598710078, -0.059896982351527177
0.970031253194544307, -0.149614955304087666
0.932992798834739179, -0.236154906780420420
0.881921264348355161, -0.318250616469699710
0.817584813151583600, -0.394716129897518642
0.740951125354959772, -0.464462861664742266
0.653172842953777200, -0.526515043360358148
0.555570233019602289, -0.580023297716587782
0.449611329654606262, -0.624276151418099001
0.336889853392220939, -0.658709332392865221
0.219101240156870269, -0.682912732861178817
0.098017140329560631, -0.696634956336384392
-0.024541228522912725, -0.699785404573607162
-0.146730474455360888, -0.692433898560495975
-0.266712757474897977, -0.674807865447294430
-0.382683432365089837, -0.647287160243041115
-0.492898192229782928, -0.610396626600168690
-0.595699304492432691, -0.564796534538500872
-0.689540544737066718, -0.511271064024541588
