1145
0,0,1.0000000000000635E+000
0,4,1.6666660706202885E-001
0,6,1.6666672627132545E-001
0,25,-6.6666642824811539E-001
0,26,-1.3877787807814457E-016
0,27,-6.6666690508530202E-001
4,0,1.6666660706202885E-001
4,4,4.9999982118608655E-001
4,6,7.6021435648462204E-017
4,25,-6.6666642824811528E-001
4,26,-4.1633363423443370E-017
4,27,-1.3877787807814457E-016
6,0,1.6666672627132545E-001
6,4,7.6021435648462204E-017
6,6,5.0000017881397674E-001
6,25,-1.1102230246251565E-016
6,26,-1.8041124150158794E-016
6,27,-6.6666690508530180E-001
25,0,-6.6666642824811539E-001
25,4,-6.6666642824811528E-001
25,6,-1.1102230246251565E-016
25,25,2.6666666666668362E+000
25,26,-1.3333338101706049E+000
25,27,-3.8857805861880479E-016
26,0,-1.3877787807814457E-016
26,4,-4.1633363423443370E-017
26,6,-1.8041124150158794E-016
26,25,-1.3333338101706049E+000
26,26,2.6666666666668370E+000
26,27,-1.3333328564962312E+000
27,0,-6.6666690508530202E-001
27,4,-1.3877787807814457E-016
27,6,-6.6666690508530180E-001
27,25,-3.8857805861880479E-016
27,26,-1.3333328564962312E+000
27,27,2.6666666666668362E+000
1,1,1.0000000000000635E+000
1,7,1.6666660706202885E-001
1,9,1.6666672627132545E-001
1,28,-6.6666642824811539E-001
1,29,-1.3877787807814457E-016
1,30,-6.6666690508530202E-001
7,1,1.6666660706202885E-001
7,7,4.9999982118608655E-001
7,9,7.6021435648462204E-017
7,28,-6.6666642824811528E-001
7,29,-4.1633363423443370E-017
7,30,-1.3877787807814457E-016
9,1,1.6666672627132545E-001
9,7,7.6021435648462204E-017
9,9,5.0000017881397674E-001
9,28,-1.1102230246251565E-016
9,29,-1.8041124150158794E-016
9,30,-6.6666690508530180E-001
28,1,-6.6666642824811539E-001
28,7,-6.6666642824811528E-001
28,9,-1.1102230246251565E-016
28,28,2.6666666666668362E+000
28,29,-1.3333338101706049E+000
28,30,-3.8857805861880479E-016
29,1,-1.3877787807814457E-016
29,7,-4.1633363423443370E-017
29,9,-1.8041124150158794E-016
29,28,-1.3333338101706049E+000
29,29,2.6666666666668370E+000
29,30,-1.3333328564962312E+000
30,1,-6.6666690508530202E-001
30,7,-1.3877787807814457E-016
30,9,-6.6666690508530180E-001
30,28,-3.8857805861880479E-016
30,29,-1.3333328564962312E+000
30,30,2.6666666666668362E+000
2,2,1.0000000000000635E+000
2,10,1.6666660706202885E-001
2,12,1.6666672627132545E-001
2,31,-6.6666642824811539E-001
2,32,-1.3877787807814457E-016
2,33,-6.6666690508530202E-001
10,2,1.6666660706202885E-001
10,10,4.9999982118608655E-001
10,12,7.6021435648462204E-017
10,31,-6.6666642824811528E-001
10,32,-4.1633363423443370E-017
10,33,-1.3877787807814457E-016
12,2,1.6666672627132545E-001
12,10,7.6021435648462204E-017
12,12,5.0000017881397674E-001
12,31,-1.1102230246251565E-016
12,32,-1.8041124150158794E-016
12,33,-6.6666690508530180E-001
31,2,-6.6666642824811539E-001
31,10,-6.6666642824811528E-001
31,12,-1.1102230246251565E-016
31,31,2.6666666666668362E+000
31,32,-1.3333338101706049E+000
31,33,-3.8857805861880479E-016
32,2,-1.3877787807814457E-016
32,10,-4.1633363423443370E-017
32,12,-1.8041124150158794E-016
32,31,-1.3333338101706049E+000
32,32,2.6666666666668370E+000
32,33,-1.3333328564962312E+000
33,2,-6.6666690508530202E-001
33,10,-1.3877787807814457E-016
33,12,-6.6666690508530180E-001
33,31,-3.8857805861880479E-016
33,32,-1.3333328564962312E+000
33,33,2.6666666666668362E+000
3,3,1.0000000000000635E+000
3,13,1.6666660706202885E-001
3,15,1.6666672627132545E-001
3,34,-6.6666642824811539E-001
3,35,-1.3877787807814457E-016
3,36,-6.6666690508530202E-001
13,3,1.6666660706202885E-001
